"Country" "Year" "Child_mortality" "Fertility" "GDPPPP_percapita" "Gini" "Life_exp" "Population" "Population_density" "Population_over_60" "Urban_population"
"1998" "Suriname" "2010" 2.47 2.52 18800 60.9 72.3 0.529 3.5 8.63 66.3
"1999" "Sweden" "2010" 0.306 1.99 47800 27.7 81.9 9.39 23 24.9 85.1
"2000" "Switzerland" "2010" 0.455 1.5 65800 32.5 82.8 7.81 196 22.7 73.6
"2001" "Syria" "2010" 1.61 3.21 7580 37.4 74.7 21.4 122 5.22 55.6
"2002" "Tajikistan" "2010" 4.32 3.51 2390 31.3 68 7.53 53.3 4.61 26.5
"2003" "Tanzania" "2010" 7.23 5.43 2010 38.4 61.1 44.3 50.9 4.7 28.1
"2004" "Thailand" "2010" 1.33 1.55 14400 39.4 77 67.2 134 13.2 43.9
"2005" "Timor-Leste" "2010" 6.23 6.23 2930 28.2 70 1.09 73.2 7.57 27.7
"2006" "Togo" "2010" 8.96 4.87 1630 45.2 59.5 6.42 121 4.58 37.5
"2007" "Tonga" "2010" 1.74 3.91 5170 37.5 72.2 0.104 165 8.24 23.4
"2008" "Trinidad and Tobago" "2010" 2.34 1.81 28900 41.1 73.7 1.33 275 10.7 54
"2009" "Tunisia" "2010" 1.84 2.14 10800 35.8 76.2 10.6 70.1 9.83 66.7
"2010" "Turkey" "2010" 1.73 2.16 20000 38.8 76.7 72.3 95.1 9.5 70.8
"2011" "Turkmenistan" "2010" 5.99 2.83 8620 44.7 69.5 5.09 11.2 5.96 48.5
"2012" "Uganda" "2010" 7.74 6.15 1870 43.1 59.3 32.4 162 2.64 19.4
"2013" "Ukraine" "2010" 1.17 1.45 12200 24.8 70.8 45.8 78.9 20.8 68.6
"2014" "United Arab Emirates" "2010" 0.848 1.87 54900 32.7 70.8 8.55 119 0.26 84.1
"2015" "United Kingdom" "2010" 0.516 1.89 42100 34.4 80.6 63.5 259 22.3 81.3
"2016" "United States" "2010" 0.733 1.93 54300 40 78.9 309 34 18.3 80.8
"2017" "Uruguay" "2010" 1.07 2.08 19300 44.5 76.5 3.36 19.4 18.8 94.4
"2018" "Uzbekistan" "2010" 3.64 2.44 4950 35 66.5 28.5 67.3 6.48 51
"2019" "Vanuatu" "2010" 2.94 3.5 3090 37.6 64.4 0.236 20.1 5.54 24.5
"2020" "Venezuela" "2010" 1.7 2.47 19900 43.7 75.3 28.4 31.3 8.51 88.1
"2021" "Vietnam" "2010" 2.31 1.95 5090 39.3 73.2 88 279 9.31 30.4
"2022" "Yemen" "2010" 5.6 4.67 5590 35.8 67.6 23.2 46.9 4.23 31.8
"2023" "Zambia" "2010" 8.03 5.4 3130 55.6 56.5 13.6 18.6 2.73 39.4
"2024" "Zimbabwe" "2010" 8.63 4.03 2850 43.1 52.3 12.7 33.2 4.61 33.2
"2025" "Afghanistan" "2015" 7.04 4.8 2070 37.7 61.9 34.4 52 3.77 24.8
"2026" "Albania" "2015" 0.96 1.71 11900 32.9 78.1 2.89 105 19 57.4
"2027" "Algeria" "2015" 2.49 2.84 11700 27.3 75.4 39.7 16.6 8.07 70.8
"2028" "Angola" "2015" 8.81 5.77 8040 48.5 63.5 27.9 22.6 4.08 63.4
"2029" "Antigua and Barbuda" "2015" 0.729 2.06 18600 37.3 76 0.0936 204 12.2 25
"2030" "Argentina" "2015" 1.15 2.31 23900 41.8 76.5 43.1 15.5 15.3 91.5
"2031" "Armenia" "2015" 1.44 1.66 11300 32.4 75.1 2.93 101 15.8 63.1
"2032" "Australia" "2015" 0.387 1.86 47600 34.4 82.7 23.9 3.1 20.3 85.7
"2033" "Austria" "2015" 0.371 1.49 52900 30.5 81.6 8.68 105 24 57.7
"2034" "Azerbaijan" "2015" 2.63 2.09 14900 27 70.2 9.62 119 8.84 54.7
"2035" "Bahamas" "2015" 1.12 1.78 36000 44 73.3 0.374 73.3 10.5 82.7
"2036" "Bahrain" "2015" 0.757 2.05 48100 35.5 76.8 1.37 1740 5.03 89
"2037" "Bangladesh" "2015" 3.61 2.13 3700 32.4 73.6 156 1210 7.54 34.3
"2038" "Barbados" "2015" 1.33 1.8 15400 43.9 76.5 0.285 647 18.7 31.2
"2039" "Belarus" "2015" 0.403 1.69 18400 25.6 73.7 9.44 47.8 21.4 77.2
"2040" "Belgium" "2015" 0.399 1.79 49500 27.7 81.1 11.3 372 24.1 97.9
"2041" "Belize" "2015" 1.53 2.54 7360 53 74.2 0.361 15.8 6.56 45.4
"2042" "Benin" "2015" 9.99 5.05 2950 47.8 62.6 10.6 97 4.78 45.7
"2043" "Bhutan" "2015" 3.33 2.09 10100 38 72.3 0.728 19.4 8.32 38.7
"2044" "Bolivia" "2015" 3.08 2.92 7980 46.7 71.3 10.9 10.2 7.34 68.4
"2045" "Bosnia and Herzegovina" "2015" 0.614 1.35 12600 32.8 76.5 3.43 68.8 21.9 47.2
"2046" "Botswana" "2015" 4.07 2.77 14900 53.3 60.6 2.12 4.07 5.11 67.2
"2047" "Brazil" "2015" 1.57 1.74 15100 51.9 75 204 24.6 11.9 85.8
"2048" "Brunei" "2015" 1.08 1.88 63100 34.9 74 0.415 73.1 7.02 76.7
"2049" "Bulgaria" "2015" 0.818 1.55 20000 38.6 73.2 7.2 67.4 27.4 74
"2050" "Burkina Faso" "2015" 8.68 5.44 1930 35.1 59.9 18.1 68.4 4.09 27.5
"2051" "Burundi" "2015" 6.7 5.78 825 39 61.8 10.2 413 3.77 12.1
"2052" "Cambodia" "2015" 3.2 2.59 3540 40.6 68.9 15.5 85.2 6.95 22.2
"2053" "Cameroon" "2015" 8.58 4.78 3570 46.7 60 23.3 49.4 4.32 54.6
"2054" "Canada" "2015" 0.528 1.59 47500 33.8 82.3 36 3.93 22.3 81.3
"2055" "Cape Verde" "2015" 2.15 2.37 6270 42.4 74.9 0.525 137 7.42 64.3
"2056" "Central African Republic" "2015" 12.9 4.94 853 56.7 49.7 4.49 7.74 3.87 40.3
"2057" "Chad" "2015" 13 6.05 1860 43.4 58.8 14.1 11.2 3.35 22.5
"2058" "Chile" "2015" 0.789 1.79 24400 44.4 79.6 18 23.7 15.8 87.4
"2059" "China" "2015" 1.07 1.62 12600 38.6 76.8 1410 145 15.6 55.5
"2060" "Colombia" "2015" 1.57 1.87 14100 51 79.7 47.5 41.9 10.8 79.8
"2061" "Comoros" "2015" 7.49 4.45 2960 45.1 67.5 0.777 392 6.17 28.5
"2062" "Congo, Dem. Rep." "2015" 9.74 6.17 1070 42.1 62.6 76.2 34.7 4.74 42.7
"2063" "Congo, Rep." "2015" 5.49 4.72 5220 48.9 63.5 4.86 14.8 4.1 65.5
"2064" "Costa Rica" "2015" 0.905 1.8 19100 48.4 80.2 4.85 95.9 12.7 76.9
"2065" "Cote d'Ivoire" "2015" 9 4.97 3740 41.5 61.1 23.2 74.2 3.78 49.4
"2066" "Croatia" "2015" 0.488 1.47 24900 31.1 77.7 4.23 76.1 26.3 56.2
"2067" "Cuba" "2015" 0.538 1.72 9170 43.4 78.4 11.3 106 19.3 76.9
"2068" "Cyprus" "2015" 0.274 1.35 34500 34 80.5 1.16 128 17.6 66.9
"2069" "Czech Republic" "2015" 0.315 1.52 36200 25.9 79 10.6 136 25 73.5
"2070" "Denmark" "2015" 0.422 1.79 52900 28.2 81 5.69 134 24.7 87.5
"2071" "Djibouti" "2015" 6.53 2.91 4490 42.8 65.3 0.914 43.4 6.34 77.4
"2072" "Dominican Republic" "2015" 3.13 2.45 15300 45.2 72 10.3 215 9.07 78.6
"2073" "Ecuador" "2015" 1.51 2.51 11900 46 75.9 16.2 65.2 9.81 63.4
"2074" "Egypt" "2015" 2.36 3.31 10600 31.8 69.9 92.4 98.2 6.9 42.8
"2075" "El Salvador" "2015" 1.53 2.1 8140 40.5 73.4 6.33 301 10.4 69.7
"2076" "Equatorial Guinea" "2015" 9.42 4.78 28300 36.5 64.8 1.17 48 5.01 70.6
"2077" "Estonia" "2015" 0.318 1.62 31000 32.7 77.8 1.32 30.2 25.2 68.4
"2078" "Eswatini" "2015" 6.29 3.14 8310 54.1 54.9 1.1 65.3 5.35 23.3
"2079" "Ethiopia" "2015" 6.35 4.32 1780 35 66.8 101 102 4.61 19.4
"2080" "Fiji" "2015" 2.46 2.54 12600 36.3 68 0.869 50.2 7.81 54.7
"2081" "Finland" "2015" 0.22 1.8 45100 27.1 81.7 5.48 18.1 27 85.2
"2082" "France" "2015" 0.41 1.98 43300 32.7 82.5 64.5 116 25.3 79.7
"2083" "Gabon" "2015" 5.1 3.85 15500 38.7 66.3 1.95 7.87 5.89 88.1
"2084" "Gambia" "2015" 6.47 5.49 2060 35.9 65.4 2.09 223 3.84 59.2
"2085" "Georgia" "2015" 1.05 2 12600 36.5 73.3 4.02 54.3 19.5 57.4
"2086" "Germany" "2015" 0.386 1.45 51200 31.7 80.9 81.8 235 27.3 77.2
"2087" "Ghana" "2015" 5.47 4.04 4790 43.2 64.2 27.8 127 5.02 54.1
"2088" "Greece" "2015" 0.458 1.31 28300 36 80.9 10.7 82.6 26.7 78
"2089" "Grenada" "2015" 1.51 2.13 15100 37.7 73.1 0.11 350 12.9 36
"2090" "Guatemala" "2015" 2.9 3.03 8130 48.1 71.8 16.3 149 6.51 50
"2091" "Guinea" "2015" 10.7 4.93 2090 33.4 58.5 11.4 47.3 5.24 35.1
"2092" "Guinea-Bissau" "2015" 9.12 4.71 1800 51.1 58.8 1.74 63.6 4.31 42.1
"2093" "Guyana" "2015" 3.31 2.53 11300 45.2 66.4 0.767 3.84 8.27 26.4
"2094" "Haiti" "2015" 7.06 2.97 3100 60.5 62.2 10.7 383 6.45 52.4
"2095" "Honduras" "2015" 1.95 2.51 5280 49.8 69.9 9.11 85.2 5.68 55.2
"2096" "Hong Kong, China" "2015" 0.23 1.27 57200 53.7 83.7 7.19 6730 21.9 100
"2097" "Hungary" "2015" 0.514 1.36 27500 30.4 75.9 9.78 109 25.4 70.5
"2098" "Iceland" "2015" 0.218 1.95 52100 26.8 83.7 0.33 3.3 19.1 93.7
"2099" "India" "2015" 4.36 2.35 5460 35.7 69.4 1310 445 8.88 32.8
"2100" "Indonesia" "2015" 2.8 2.39 10200 39.7 70.4 258 136 9.33 53.3
"2101" "Iran" "2015" 1.6 1.69 12700 39.5 76.7 78.5 50.2 9.18 73.4
"2102" "Iraq" "2015" 2.95 4.43 9950 29.5 70.7 35.6 87 4.96 69.9
"2103" "Ireland" "2015" 0.383 1.99 71500 31.8 81.7 4.65 68.2 18.1 62.5
"2104" "Israel" "2015" 0.392 3 37300 39.4 82.7 7.98 370 15.2 92.2
"2105" "Italy" "2015" 0.343 1.46 40200 35.4 82.7 60.6 204 28 69.6
"2106" "Jamaica" "2015" 1.59 2.03 9470 45.3 76.1 2.89 258 9.44 54.8
"2107" "Japan" "2015" 0.302 1.44 40400 32.9 84.3 128 338 33.9 91.4
"2108" "Jordan" "2015" 1.77 3.45 10100 34.1 78.2 9.27 107 4.91 90.3
"2109" "Kazakhstan" "2015" 1.19 2.66 24300 26.8 70.6 17.6 6.61 11 57.2
"2110" "Kenya" "2015" 4.63 3.92 4080 40.8 64.4 47.9 80.7 3.78 25.7
"2111" "Kiribati" "2015" 5.75 3.69 2170 37 59.9 0.111 161 5.45 51.6
"2112" "Kuwait" "2015" 0.856 1.99 54800 35.2 81.5 3.84 219 4.57 100
"2113" "Kyrgyz Republic" "2015" 2.23 3.05 4810 29 71.9 5.96 30.8 6.39 35.8
"2114" "Lao" "2015" 5.36 2.76 6540 37.4 67.6 6.74 29.4 6.36 33.1
"2115" "Latvia" "2015" 0.497 1.53 26600 34.2 75.1 2 32 26.2 68
"2116" "Lebanon" "2015" 0.83 1.72 16400 31.8 75.9 6.53 626 10.9 88.1
"2117" "Lesotho" "2015" 9.25 3.14 2700 45.7 48.5 2.06 69.8 6.3 26.9
"2118" "Liberia" "2015" 7.89 4.65 1630 34.2 62.5 4.47 47.9 5.23 49.8
"2119" "Libya" "2015" 1.33 2.31 11000 38.4 74.6 6.42 3.69 6.67 79.3
"2120" "Lithuania" "2015" 0.49 1.64 30700 37.4 74.7 2.93 47.3 25.1 67.2
"2121" "Luxembourg" "2015" 0.264 1.56 113000 32.9 82.3 0.567 220 19.3 90.2
"2122" "Madagascar" "2015" 5.81 4.24 1550 42.8 64.2 24.2 42.7 4.74 35.2
"2123" "Malawi" "2015" 5.92 4.65 1460 44.8 62 16.7 179 4.44 16.3
"2124" "Malaysia" "2015" 0.8 2.06 24800 41.1 75 30.3 94.6 9.2 74.2
"2125" "Maldives" "2015" 0.998 2.13 17300 32.2 78.9 0.455 1450 5.93 38.5
"2126" "Mali" "2015" 10.9 6.15 2140 32.2 59.9 17.4 14.8 4.1 40
"2127" "Malta" "2015" 0.699 1.44 39800 29.4 82.2 0.434 1450 24.7 94.4
"2128" "Mauritania" "2015" 8.35 4.74 5020 32.5 69.6 4.05 3.83 5.32 51.1
"2129" "Mauritius" "2015" 1.43 1.44 19900 37.4 75.2 1.26 637 14.6 41
"2130" "Mexico" "2015" 1.48 2.22 19300 47.5 75.7 122 61.3 10.2 79.3
"2131" "Micronesia, Fed. Sts." "2015" 3.39 3.19 3450 40.6 64 0.109 156 7.25 22.5
"2132" "Moldova" "2015" 1.63 1.25 10400 27 72.1 4.07 99.7 17.7 42.5
"2133" "Mongolia" "2015" 1.86 2.79 11000 32.2 67.7 3 1.9 6.05 68.2
"2134" "Montenegro" "2015" 0.346 1.68 18300 39 75.3 0.627 45.9 20.2 65.8
"2135" "Morocco" "2015" 2.55 2.53 7130 39.5 72.5 34.7 77.7 9.3 60.8
"2136" "Mozambique" "2015" 8.18 5.31 1260 54.5 55.8 27 34.1 4.2 34.4
"2137" "Myanmar" "2015" 5.16 2.23 3660 38.1 67.7 52.7 78.8 8.97 29.9
"2138" "Namibia" "2015" 4.49 3.47 10700 59.1 63.5 2.31 2.77 5.71 46.9
"2139" "Nepal" "2015" 3.64 2.16 3330 31.9 69.3 27 188 8.45 18.6
"2140" "Netherlands" "2015" 0.403 1.75 53000 28.2 81.7 16.9 506 24.1 90.2
"2141" "New Zealand" "2015" 0.597 2.01 41100 35 81.7 4.61 17.3 20 86.3
"2142" "Nicaragua" "2015" 1.88 2.23 5630 46.3 74.9 6.22 52.3 6.76 57.9
"2143" "Niger" "2015" 9.43 7.29 1130 34.5 60.6 20 15.9 3.93 16.2
"2144" "Nigeria" "2015" 12.5 5.59 5520 37.6 62.1 181 202 4.79 47.8
"2145" "North Korea" "2015" 2.11 1.92 2050 41.7 72.2 25.2 210 14.2 61.3
"2146" "North Macedonia" "2015" 1.23 1.52 15100 35.6 74 2.08 84.6 18.6 57.4
"2147" "Norway" "2015" 0.272 1.84 63000 27.5 82.4 5.2 17.1 21.9 81.1
"2148" "Oman" "2015" 1.12 2.74 34600 36.4 72.4 4.27 13.5 3.92 81.3
"2149" "Pakistan" "2015" 7.6 3.55 4280 32.6 64.4 199 274 6.05 36
"2150" "Palestine" "2015" 2.17 4.08 6050 33.8 74.3 4.53 745 4.8 75.4
"2151" "Panama" "2015" 1.69 2.54 28400 50.8 79.3 3.97 53.3 10.6 66.7
"2152" "Papua New Guinea" "2015" 5.17 3.71 4080 41.4 63.9 8.11 19.2 4.58 13
"2153" "Paraguay" "2015" 2.22 2.51 11800 47.6 76.5 6.69 15.3 8.23 60.8
"2154" "Peru" "2015" 1.61 2.43 12100 43.4 79.4 30.5 24 11.2 77.4
"2155" "Philippines" "2015" 3.01 2.96 7300 44.5 70.9 102 343 7.35 46.3
"2156" "Poland" "2015" 0.486 1.31 27800 31.8 77.6 38 126 22.6 60.3
"2157" "Portugal" "2015" 0.366 1.25 31100 35.5 81.5 10.4 113 26.8 63.5
"2158" "Qatar" "2015" 0.783 1.93 96000 34.1 75.5 2.57 208 2.21 98.9
"2159" "Romania" "2015" 0.921 1.51 23900 35.9 75.3 19.9 86.5 23.5 53.9
"2160" "Russia" "2015" 0.853 1.74 25500 37.7 71.5 145 8.83 20 74
"2161" "Rwanda" "2015" 4.13 3.97 1890 44.2 67.4 11.4 481 4.75 17
"2162" "Samoa" "2015" 1.72 4.03 6000 38.7 70.1 0.194 71.9 7.15 18.9
"2163" "Sao Tome and Principe" "2015" 3.51 4.52 3790 30.8 70 0.199 210 5.24 70.2
"2164" "Saudi Arabia" "2015" 0.854 2.58 48900 35.4 73.3 31.7 15.2 4.08 83.2
"2165" "Senegal" "2015" 5.01 4.84 2970 40.4 67 14.6 74.6 4.83 45.9
"2166" "Serbia" "2015" 0.628 1.6 15600 40.5 75.1 8.88 98 26.4 55.7
"2167" "Seychelles" "2015" 1.47 2.33 25600 40.3 73.4 0.095 217 10.2 55.4
"2168" "Sierra Leone" "2015" 12.2 4.56 1540 35 58.7 7.17 102 4.92 40.8
"2169" "Singapore" "2015" 0.272 1.24 89500 40.9 84.1 5.59 8270 15.5 100
"2170" "Slovak Republic" "2015" 0.606 1.43 28700 26.5 76.8 5.44 111 20.9 53.9
"2171" "Slovenia" "2015" 0.248 1.61 33800 25.4 81 2.07 103 24.7 53.8
"2172" "Solomon Islands" "2015" 2.2 3.91 2520 36.5 58.4 0.603 21.3 5.18 22.4
"2173" "Somalia" "2015" 13.3 6.37 1030 36.8 57 13.8 21.9 4.13 43.2
"2174" "South Africa" "2015" 3.77 2.49 14000 62.7 62.3 55.4 45.8 8.15 64.8
"2175" "South Korea" "2015" 0.35 1.28 38800 31.3 82.6 50.8 515 18.3 81.6
"2176" "South Sudan" "2015" 9.86 4.94 2160 44.5 61.6 10.7 19.8 4.07 18.9
"2177" "Spain" "2015" 0.328 1.35 37400 36.2 82.8 46.7 92.4 24.1 79.6
"2178" "Sri Lanka" "2015" 0.875 2.06 11900 39.2 76.4 20.9 340 13.6 18.3
"2179" "St. Lucia" "2015" 1.78 1.47 14100 50.8 75.6 0.179 285 11.9 18.5
"2180" "St. Vincent and the Grenadines" "2015" 1.8 1.95 12000 38.2 72.6 0.109 273 13.5 51
"2181" "Sudan" "2015" 6.63 4.6 4630 34.2 69 38.9 21.6 4.86 33.9
"2182" "Suriname" "2015" 2.09 2.4 19300 61 72.5 0.559 3.69 9.47 66.1
"2183" "Sweden" "2015" 0.287 1.91 50900 29.2 82.5 9.76 24.2 25.3 86.6
"2184" "Switzerland" "2015" 0.432 1.54 68000 32.3 83.6 8.3 207 23.5 73.7
"2185" "Syria" "2015" 1.73 2.97 3540 37.3 65.5 18 105 6.35 52.2
"2186" "Tajikistan" "2015" 3.79 3.4 2980 34 68.6 8.45 59.6 4.87 26.7
"2187" "Tanzania" "2015" 5.91 5.08 2350 39.6 65.1 51.5 59.3 4.8 31.6
"2188" "Thailand" "2015" 1.05 1.5 16300 36 78.2 68.7 138 16.3 47.7
"2189" "Timor-Leste" "2015" 5.1 5.62 3300 28.8 70.3 1.2 81.1 7.87 29.5
"2190" "Togo" "2015" 7.68 4.52 1920 43.1 62.4 7.32 137 4.75 40.1
"2191" "Tonga" "2015" 1.68 3.68 5940 37.6 72.6 0.101 163 8.57 23.3
"2192" "Trinidad and Tobago" "2015" 2.02 1.77 29100 41.1 74.9 1.37 285 13.4 53.3
"2193" "Tunisia" "2015" 1.72 2.22 11100 32.8 77 11.2 74.4 11.2 68.1
"2194" "Turkey" "2015" 1.26 2.07 26000 42.9 77.4 78.5 103 10.6 73.6
"2195" "Turkmenistan" "2015" 5.07 2.93 13000 44.7 70 5.57 12.3 6.75 50.3
"2196" "Uganda" "2015" 5.48 5.68 2070 42.3 63.9 38.2 188 2.7 22.1
"2197" "Ukraine" "2015" 0.95 1.53 11200 25.5 72.5 44.9 77.6 22 69.1
"2198" "United Arab Emirates" "2015" 0.783 1.77 65300 29.7 73.2 9.26 126 1.13 85.7
"2199" "United Kingdom" "2015" 0.445 1.88 45000 33.2 81 65.9 269 23.2 82.6
"2200" "United States" "2015" 0.68 1.93 58500 41.2 79 321 35.5 20.3 81.7
"2201" "Uruguay" "2015" 0.885 2.01 22400 40.1 77.1 3.41 19.6 19.4 95
"2202" "Uzbekistan" "2015" 2.59 2.31 6400 35 67.3 30.9 72.8 7.13 50.8
"2203" "Vanuatu" "2015" 2.86 3.31 2920 37.6 65 0.271 22.7 5.64 25
"2204" "Venezuela" "2015" 1.94 2.34 21900 43.7 75.7 30.1 33.3 9.72 88.2
"2205" "Vietnam" "2015" 2.18 1.96 6440 35 73.9 92.7 294 10.9 33.8
"2206" "Yemen" "2015" 5.5 4.1 3310 36.7 68.2 26.5 54 4.14 34.8
"2207" "Zambia" "2015" 6.46 5.04 3440 57.1 60.8 15.9 21.9 2.72 41.9
"2208" "Zimbabwe" "2015" 5.43 3.84 3710 43.9 58.6 13.8 36.6 4.95 32.4
